time,close,high,low,open,volume,{
2020-07-31 04:15:00,35.98402216,35.98402216,35.98402216,35.98402216,215,
2020-07-31 05:00:00,35.98402216,35.98402216,35.98402216,35.98402216,105,
2020-07-31 05:15:00,36.0025993527,36.0025993527,36.0025993527,36.0025993527,217,
2020-07-31 05:30:00,36.039753738,36.1883712792,36.039753738,36.1047739122,1850,
2020-07-31 06:00:00,36.1326397012,36.1326397012,36.1326397012,36.1326397012,196,
2020-07-31 06:30:00,36.327700224,36.327700224,36.1790826828,36.1790826828,1412,
2020-07-31 06:45:00,36.2255256645,36.2255256645,36.2255256645,36.2255256645,1066,
2020-07-31 07:00:00,36.2255256645,36.2255256645,36.2255256645,36.2255256645,316,
2020-07-31 07:15:00,36.1326397012,36.2255256645,36.039753738,36.039753738,25782,
2020-07-31 07:30:00,36.0861967196,36.1419282975,36.0861967196,36.1326397012,7318,
2020-07-31 07:45:00,36.0676195269,36.0954853159,36.0025993527,36.0861967196,4721,
2020-07-31 08:00:00,36.0769081233,36.0769081233,36.039753738,36.0676195269,1477,
2020-07-31 08:15:00,36.0769081233,36.2255256645,35.9933107564,36.1697012006,63201,
2020-07-31 08:30:00,36.0583309306,36.0769081233,36.011887949,36.0769081233,12631,
2020-07-31 08:45:00,36.0490423343,36.0676195269,35.9933107564,36.0490423343,16823,
2020-07-31 09:00:00,36.0304651417,36.0490423343,36.011887949,36.0490423343,9217,
2020-07-31 09:15:00,36.039753738,36.0676195269,35.98402216,36.0211765453,24607,
2020-07-31 09:30:00,35.8168274262,36.0769081233,35.8168274262,36.039753738,23886,
2020-07-31 09:45:00,35.7518072519,35.9933107564,35.6867870777,35.9190019858,2734589,
2020-07-31 10:00:00,35.6774984813,35.9097133894,35.668209885,35.7610958482,1262143,
2020-07-31 10:15:00,35.7843173391,35.8538889255,35.6589212887,35.6728541832,1376982,
2020-07-31 10:30:00,35.5381695365,35.8280666277,35.5288809401,35.7796730409,1029034,
2020-07-31 10:45:00,35.496370853,35.5939011144,35.4731493622,35.5390983961,944450,
2020-07-31 11:00:00,35.5047305897,35.5102108615,35.3895519953,35.4955348793,1243126,
2020-07-31 11:15:00,35.5753239218,35.5892568163,35.4731493622,35.5043590458,709565,
2020-07-31 11:30:00,35.6635655868,35.696075674,35.5660353254,35.5754168077,577946,
2020-07-31 11:45:00,35.5288809401,35.7146528666,35.5288809401,35.6635655868,554770,
2020-07-31 12:00:00,35.5213571771,35.5846125181,35.5010151512,35.5333394664,444078,
2020-07-31 12:15:00,35.468505064,35.5364975891,35.3988405916,35.524236642,497446,
2020-07-31 12:30:00,35.4267063806,35.4806731252,35.3709748026,35.468505064,463271,
2020-07-31 12:45:00,35.3314982683,35.4267063806,35.3152432247,35.4267063806,540651,
2020-07-31 13:00:00,35.3431090137,35.3942891794,35.3059546284,35.3338204173,447293,
2020-07-31 13:15:00,35.2595116467,35.3616862063,35.2409344541,35.3384647155,660295,
2020-07-31 13:30:00,35.2734445412,35.3338204173,35.2316458578,35.2548673486,474728,
2020-07-31 13:45:00,35.2130686651,35.3225812158,35.2130686651,35.2688002431,369850,
2020-07-31 14:00:00,35.2595116467,35.3058617424,35.1852028761,35.2177129633,669223,
2020-07-31 14:15:00,35.2121398055,35.3059546284,35.2037800688,35.2595116467,688610,
2020-07-31 14:30:00,35.180558578,35.2223572614,35.1759142798,35.2129757792,554406,
2020-07-31 14:45:00,35.3607573467,35.3616862063,35.1666256835,35.180558578,689783,
2020-07-31 15:00:00,35.3872298462,35.3988405916,35.3338204173,35.3616862063,620754,
2020-07-31 15:15:00,35.3477533118,35.4081291879,35.3431090137,35.3858365568,680902,
2020-07-31 15:30:00,35.4267063806,35.4359949769,35.296666032,35.3482177416,871212,
2020-07-31 15:45:00,35.5474581328,35.5567467291,35.4081291879,35.4344159155,896469,
2020-07-31 16:00:00,35.7425186556,35.7703844446,35.5474581328,35.5567467291,3127202,
2020-07-31 16:15:00,35.723941463,35.7610958482,35.723941463,35.7425186556,252935,
2020-07-31 16:30:00,35.7146528666,35.7425186556,35.6217669034,35.723941463,13419,
2020-07-31 16:45:00,35.6774984813,35.7425186556,35.6774984813,35.7146528666,104648,
2020-07-31 17:00:00,35.7148386386,35.7425186556,35.668209885,35.7332300593,1884,
2020-07-31 17:15:00,35.7703844446,35.7703844446,35.723941463,35.723941463,7847,
2020-07-31 17:30:00,35.668209885,35.7518072519,35.668209885,35.7518072519,3959,
2020-07-31 17:45:00,35.6589212887,35.7146528666,35.6589212887,35.7146528666,4672,
2020-07-31 18:00:00,35.7146528666,35.7146528666,35.640344096,35.668209885,3508,
2020-07-31 18:15:00,35.668209885,35.7332300593,35.668209885,35.668209885,3906,
2020-07-31 18:30:00,35.6867870777,35.723941463,35.6867870777,35.6867870777,778,
2020-07-31 18:45:00,35.7425186556,35.7425186556,35.6867870777,35.696075674,10812,
2020-07-31 19:00:00,35.7053642703,35.7425186556,35.7053642703,35.7425186556,421,
2020-07-31 19:15:00,35.7053642703,35.7425186556,35.7053642703,35.7425186556,845,
2020-07-31 19:30:00,35.668209885,35.7332300593,35.668209885,35.7053642703,13080,
2020-07-31 19:45:00,35.6310554997,35.7053642703,35.6310554997,35.7053642703,1690,
2020-07-31 20:00:00,35.6310554997,35.668209885,35.6310554997,35.668209885,2379,
2020-08-03 04:15:00,35.7425186556,35.7425186556,35.7425186556,35.7425186556,556,
2020-08-03 04:45:00,35.7425186556,35.7610958482,35.7425186556,35.7610958482,442,
2020-08-03 05:30:00,35.9654449674,35.9654449674,35.9654449674,35.9654449674,295,
2020-08-03 05:45:00,35.9561563711,35.9561563711,35.9561563711,35.9561563711,105,
2020-08-03 06:30:00,35.7425186556,35.7610958482,35.7425186556,35.7610958482,210,
2020-08-03 07:00:00,35.9468677747,35.9468677747,35.9282905821,35.9282905821,316,
2020-08-03 07:15:00,35.8539818115,35.9468677747,35.668209885,35.7703844446,7593,
2020-08-03 07:30:00,35.8539818115,35.8539818115,35.8539818115,35.8539818115,851,
2020-08-03 07:45:00,35.8539818115,35.8539818115,35.8539818115,35.8539818115,1513,
2020-08-03 08:00:00,35.8911361968,35.8911361968,35.8539818115,35.8539818115,1930,
2020-08-03 08:15:00,35.8632704078,35.9004247931,35.7332300593,35.7704773305,36642,
2020-08-03 08:30:00,35.8632704078,35.8911361968,35.8539818115,35.8632704078,8720,
2020-08-03 08:45:00,35.8446932152,35.8632704078,35.8446932152,35.8539818115,6590,
2020-08-03 09:00:00,35.8075388299,35.8539818115,35.7889616372,35.8539818115,14154,
2020-08-03 09:15:00,35.8539818115,35.8632704078,35.8075388299,35.8354046188,30493,
2020-08-03 09:30:00,35.8446932152,35.9468677747,35.8075388299,35.8354046188,38200,
2020-08-03 09:45:00,35.5613910273,35.9097133894,35.5416063171,35.8632704078,2885093,
2020-08-03 10:00:00,35.6867870777,35.7053642703,35.5195923438,35.5613910273,983785,
2020-08-03 10:15:00,35.8130191017,35.8354046188,35.6774984813,35.6867870777,1293342,
2020-08-03 10:30:00,35.7750287427,35.8818476005,35.6774984813,35.8075388299,769703,
2020-08-03 10:45:00,35.7146528666,35.8168274262,35.696075674,35.7796730409,652778,
2020-08-03 11:00:00,35.6435022188,35.7285857611,35.6264112015,35.7192971648,625282,
2020-08-03 11:15:00,35.6217669034,35.6863226478,35.5753239218,35.6496326924,646250,
2020-08-03 11:30:00,35.6217669034,35.640344096,35.5474581328,35.6171226052,878507,
2020-08-03 11:45:00,35.640344096,35.668209885,35.5753239218,35.6264112015,423829,
2020-08-03 12:00:00,35.6031897107,35.6496326924,35.6031897107,35.6449883942,452794,
2020-08-03 12:15:00,35.5828476848,35.6124783071,35.5381695365,35.6031897107,437910,
2020-08-03 12:30:00,35.5227504666,35.6031897107,35.496370853,35.5799682199,555884,
2020-08-03 12:45:00,35.5381695365,35.5939011144,35.5010151512,35.524236642,388413,
2020-08-03 13:00:00,35.5783891586,35.6124783071,35.5474581328,35.5474581328,383795,
2020-08-03 13:15:00,35.640344096,35.6496326924,35.5815472813,35.5846125181,327561,
2020-08-03 13:30:00,35.6589212887,35.6867870777,35.640344096,35.640344096,345969,
2020-08-03 13:45:00,35.638021947,35.6774984813,35.6124783071,35.6635655868,376374,
2020-08-03 14:00:00,35.6356997979,35.640344096,35.5985454126,35.6356997979,273366,
2020-08-03 14:15:00,35.6542769905,35.6774984813,35.6217669034,35.6356997979,393945,
2020-08-03 14:30:00,35.6171226052,35.668209885,35.5892568163,35.6542769905,536747,
2020-08-03 14:45:00,35.7007199721,35.7053642703,35.6124783071,35.6171226052,451975,
2020-08-03 15:00:00,35.6542769905,35.7100085685,35.6217669034,35.7053642703,550665,
2020-08-03 15:15:00,35.6774984813,35.6867870777,35.6124783071,35.6542769905,482170,
2020-08-03 15:30:00,35.6589212887,35.7053642703,35.6496326924,35.6867870777,460479,
2020-08-03 15:45:00,35.6078340089,35.6944037266,35.5846125181,35.6589212887,785657,
2020-08-03 16:00:00,35.6310554997,35.6478678591,35.5474581328,35.6078340089,2061995,
2020-08-03 16:15:00,35.5753239218,35.6264112015,35.5567467291,35.6264112015,5712070,
2020-08-03 16:30:00,35.6215811315,35.6217669034,35.5753239218,35.6217669034,2628,
2020-08-03 16:45:00,35.6215811315,35.6215811315,35.6215811315,35.6215811315,109,
2020-08-03 17:00:00,35.5567467291,35.6124783071,35.5567467291,35.5753239218,1909,
2020-08-03 17:15:00,35.5939011144,35.5939011144,35.5381695365,35.5567467291,9323,
2020-08-03 17:30:00,35.5939011144,35.5939011144,35.5846125181,35.5846125181,725,
2020-08-03 17:45:00,35.5567467291,35.5939011144,35.5567467291,35.5753239218,2557,
2020-08-03 18:00:00,35.5660353254,35.5753239218,35.5288809401,35.5753239218,7348,
2020-08-03 18:15:00,35.5474581328,35.5660353254,35.5474581328,35.5660353254,744,
2020-08-03 18:30:00,35.5474581328,35.5474581328,35.5474581328,35.5474581328,480,
2020-08-03 18:45:00,35.5753239218,35.5753239218,35.5474581328,35.5753239218,11888,
2020-08-03 19:00:00,35.5753239218,35.5753239218,35.5475510188,35.5475510188,622,
2020-08-03 19:15:00,35.5567467291,35.5753239218,35.5567467291,35.5753239218,4851,
2020-08-03 19:30:00,35.5381695365,35.5753239218,35.5381695365,35.5753239218,1832,
2020-08-03 19:45:00,35.5381695365,35.5381695365,35.5288809401,35.5381695365,1480,
2020-08-03 20:00:00,35.5567467291,35.5567467291,35.5381695365,35.5381695365,2031,
2020-08-04 04:15:00,35.5567467291,35.5567467291,35.5567467291,35.5567467291,105,
2020-08-04 04:45:00,35.4824379585,35.4824379585,35.4824379585,35.4824379585,313,
2020-08-04 05:15:00,35.6496326924,35.6496326924,35.6496326924,35.6496326924,335,
2020-08-04 05:30:00,35.6496326924,35.6496326924,35.6496326924,35.6496326924,1011,
2020-08-04 07:15:00,35.5846125181,35.5846125181,35.5846125181,35.5846125181,1159,
2020-08-04 07:30:00,35.5753239218,35.5753239218,35.5753239218,35.5753239218,213,
2020-08-04 07:45:00,35.5753239218,35.5753239218,35.5288809401,35.5288809401,1269,
2020-08-04 08:00:00,35.5753239218,35.5753239218,35.5474581328,35.5474581328,291,
2020-08-04 08:15:00,35.5753239218,35.5939011144,35.5288809401,35.5289738261,10928,
2020-08-04 08:30:00,35.6031897107,35.6124783071,35.5660353254,35.5660353254,1218,
2020-08-04 08:45:00,35.5939011144,35.6124783071,35.5474581328,35.6123854211,78196,
2020-08-04 09:00:00,35.5660353254,35.5939011144,35.5474581328,35.5939011144,6266,
2020-08-04 09:15:00,35.4547579415,35.556932501,35.4081291879,35.556932501,18606,
2020-08-04 09:30:00,35.6031897107,35.6310554997,35.4638607659,35.4826237304,25367,
2020-08-04 09:45:00,35.4933985022,35.5846125181,35.380263399,35.5846125181,1615924,
2020-08-04 10:00:00,35.5799682199,35.6310554997,35.4824379585,35.4917265548,4082222,
2020-08-04 10:15:00,35.723941463,35.7610958482,35.5381695365,35.5799682199,747482,
2020-08-04 10:30:00,35.5799682199,35.723941463,35.5312030892,35.723941463,1651413,
2020-08-04 10:45:00,35.8075388299,35.8075388299,35.5195923438,35.5892568163,1130074,
2020-08-04 11:00:00,35.8214717244,35.8446932152,35.7610958482,35.8058668825,585480,
2020-08-04 11:15:00,35.812183128,35.8307603207,35.7703844446,35.8261160225,506873,
2020-08-04 11:30:00,35.8354046188,35.8911361968,35.7332300593,35.8168274262,710545,
2020-08-04 11:45:00,35.8586261097,35.8911361968,35.7843173391,35.840048917,418185,
2020-08-04 12:00:00,35.812183128,35.9282905821,35.8075388299,35.8539818115,395208,
2020-08-04 12:15:00,35.7959280845,35.8586261097,35.7627677956,35.8168274262,459864,
2020-08-04 12:30:00,35.7505068484,35.8446932152,35.7053642703,35.7982502335,532859,
2020-08-04 12:45:00,35.6919886916,35.7471629538,35.668209885,35.7471629538,366157,
2020-08-04 13:00:00,35.6347709382,35.696075674,35.6310554997,35.6895736566,389036,
2020-08-04 13:15:00,35.6356997979,35.640344096,35.5660353254,35.6310554997,544110,
2020-08-04 13:30:00,35.6032825967,35.6589212887,35.5892568163,35.6402512101,451593,
2020-08-04 13:45:00,35.6031897107,35.640344096,35.5939011144,35.6124783071,420746,
2020-08-04 14:00:00,35.668209885,35.6728541832,35.552102431,35.6078340089,1590367,
2020-08-04 14:15:00,35.6449883942,35.6728541832,35.6264112015,35.6728541832,340841,
2020-08-04 14:30:00,35.6124783071,35.6589212887,35.5985454126,35.6473105433,338233,
2020-08-04 14:45:00,35.5939940004,35.6124783071,35.5660353254,35.6124783071,429333,
2020-08-04 15:00:00,35.6589212887,35.668209885,35.5892568163,35.5985454126,456442,
2020-08-04 15:15:00,35.6651446482,35.6867870777,35.6356997979,35.6635655868,612817,
2020-08-04 15:30:00,35.6319843593,35.6774984813,35.6031897107,35.668209885,413143,
2020-08-04 15:45:00,35.6449883942,35.6542769905,35.6031897107,35.6310554997,856034,
2020-08-04 16:00:00,35.6589212887,35.668209885,35.6031897107,35.640344096,1749156,
2020-08-04 16:15:00,35.6587355168,35.6589212887,35.5939011144,35.6589212887,55594,
2020-08-04 16:30:00,35.5939011144,35.6589212887,35.5846125181,35.5939011144,5073,
2020-08-04 16:45:00,35.8539818115,35.9282905821,35.6124783071,35.640344096,5201214,
2020-08-04 17:00:00,35.7703844446,35.8632704078,35.7146528666,35.8539818115,7487,
2020-08-04 17:15:00,35.723941463,35.8075388299,35.7146528666,35.8075388299,158757,
2020-08-04 17:30:00,35.8075388299,35.8075388299,35.8075388299,35.8075388299,336,
2020-08-04 17:45:00,35.6867870777,35.7146528666,35.668209885,35.668209885,10877,
2020-08-04 18:00:00,35.6217669034,35.7053642703,35.5939011144,35.668209885,17310,
2020-08-04 18:15:00,35.6310554997,35.6310554997,35.6217669034,35.6217669034,5915,
2020-08-04 18:30:00,35.6124783071,35.6310554997,35.6124783071,35.6310554997,2455,
2020-08-04 18:45:00,35.6031897107,35.6124783071,35.6031897107,35.6124783071,674,
2020-08-04 19:00:00,35.6217669034,35.6217669034,35.5939011144,35.6031897107,22595,
2020-08-04 19:15:00,35.6031897107,35.6310554997,35.5846125181,35.6217669034,2523,
2020-08-04 19:30:00,35.6310554997,35.6310554997,35.6124783071,35.6310554997,5798,
2020-08-04 19:45:00,35.6124783071,35.6124783071,35.6031897107,35.6031897107,699,
2020-08-04 20:00:00,35.4359949769,35.5939011144,35.4359949769,35.5939011144,55596,
2020-08-05 04:15:00,35.7610958482,35.7610958482,35.7610958482,35.7610958482,316,
2020-08-05 04:45:00,35.8539818115,35.8539818115,35.8539818115,35.8539818115,443,
2020-08-05 05:15:00,35.7610958482,35.7610958482,35.7610958482,35.7610958482,115,
2020-08-05 05:45:00,35.8539818115,35.8539818115,35.8539818115,35.8539818115,527,
2020-08-05 06:30:00,35.8632704078,35.8632704078,35.8632704078,35.8632704078,174,
2020-08-05 07:15:00,35.7425186556,35.7610958482,35.6589212887,35.7610958482,4064,
2020-08-05 07:30:00,35.7610958482,35.7703844446,35.7610958482,35.7703844446,2170,
2020-08-05 07:45:00,35.7053642703,35.7610958482,35.668209885,35.7610958482,9280,
2020-08-05 08:15:00,35.7425186556,35.8168274262,35.6217669034,35.7610958482,40998,
2020-08-05 08:30:00,35.7611887342,35.7796730409,35.7146528666,35.7146528666,8953,
2020-08-05 08:45:00,35.7610958482,35.7795801549,35.723941463,35.7795801549,1612238,
2020-08-05 09:00:00,35.7518072519,35.7518072519,35.7425186556,35.7518072519,18651,
2020-08-05 09:15:00,35.8074459439,35.8075388299,35.7425186556,35.7518072519,23218,
2020-08-05 09:30:00,35.696075674,35.8909504249,35.6704391481,35.8075388299,41044,
2020-08-05 09:45:00,35.7146528666,35.7889616372,35.6031897107,35.7332300593,1632391,
2020-08-05 10:00:00,35.6449883942,35.7610958482,35.640344096,35.7100085685,662301,
2020-08-05 10:15:00,35.6038399125,35.6589212887,35.4824379585,35.6496326924,1298205,
2020-08-05 10:30:00,35.4592164677,35.6171226052,35.4267063806,35.6124783071,1022632,
2020-08-05 10:45:00,35.4359949769,35.5706796236,35.4267063806,35.4592164677,1072800,
2020-08-05 11:00:00,35.5799682199,35.6217669034,35.4174177843,35.4359949769,822294,
2020-08-05 11:15:00,35.6421089293,35.6496326924,35.5753239218,35.5815472813,582859,
2020-08-05 11:30:00,35.6818641216,35.7053642703,35.6310554997,35.6467532275,612001,
2020-08-05 11:45:00,35.5985454126,35.723941463,35.5846125181,35.6821427795,593279,
2020-08-05 12:00:00,35.524236642,35.6124783071,35.5195923438,35.6031897107,635224,
2020-08-05 12:15:00,35.5892568163,35.6124783071,35.5195923438,35.5195923438,401088,
2020-08-05 12:30:00,35.6031897107,35.6217669034,35.5753239218,35.5938082284,349273,
2020-08-05 12:45:00,35.6496326924,35.6589212887,35.5939011144,35.5985454126,325721,
2020-08-05 13:00:00,35.6635655868,35.6821427795,35.6406227539,35.6406227539,313394,
2020-08-05 13:15:00,35.6449883942,35.6774984813,35.6310554997,35.6635655868,422944,
2020-08-05 13:30:00,35.6342136225,35.6496326924,35.6217669034,35.640344096,284786,
2020-08-05 13:45:00,35.6217669034,35.640344096,35.5939011144,35.6356997979,332807,
2020-08-05 14:00:00,35.6031897107,35.6386721487,35.5753239218,35.6217669034,455444,
2020-08-05 14:15:00,35.6496326924,35.6589212887,35.5939011144,35.5939011144,315173,
2020-08-05 14:30:00,35.6542769905,35.6589212887,35.6217669034,35.6496326924,375485,
2020-08-05 14:45:00,35.6589212887,35.7053642703,35.6496326924,35.6496326924,517582,
2020-08-05 15:00:00,35.6821427795,35.6867870777,35.640344096,35.6544627624,422900,
2020-08-05 15:15:00,35.6728541832,35.7146528666,35.6589212887,35.6821427795,492676,
2020-08-05 15:30:00,35.6728541832,35.7332300593,35.668209885,35.6774984813,425516,
2020-08-05 15:45:00,35.696075674,35.7564515501,35.6542769905,35.6774984813,803464,
2020-08-05 16:00:00,35.7053642703,35.7425186556,35.6031897107,35.696075674,2499551,
2020-08-05 16:15:00,35.7146528666,35.7330442873,35.6217669034,35.6774984813,1610534,
