time,close,high,low,open,volume,{
2020-08-05 16:30:00,36.5970695174,36.699244077,35.6774984813,35.7144670947,322943,
2020-08-05 16:45:00,36.4577405726,36.7178212696,36.4205861873,36.5970695174,154298,
2020-08-05 17:00:00,36.3275144521,36.7178212696,35.7146528666,36.4577405726,247375,
2020-08-05 17:15:00,36.2348142608,36.3648546093,36.2255256645,36.2719686461,33386,
2020-08-05 17:30:00,36.3462774167,36.3927203983,36.2255256645,36.2255256645,147905,
2020-08-05 17:45:00,36.3184116277,36.4112975909,36.3184116277,36.3462774167,16352,
2020-08-05 18:00:00,36.3648546093,36.4391633799,36.3184116277,36.3926275123,13002,
2020-08-05 18:15:00,36.3648546093,36.4020089946,36.2255256645,36.355566013,14737,
2020-08-05 18:30:00,36.2812572424,36.3648546093,36.2255256645,36.3648546093,2959,
2020-08-05 18:45:00,36.2255256645,36.2812572424,36.2255256645,36.2812572424,9063,
2020-08-05 19:00:00,36.2255256645,36.2441028571,36.2255256645,36.2255256645,5137,
2020-08-05 19:15:00,36.2255256645,36.2626800498,36.2255256645,36.2441028571,5818,
2020-08-05 19:30:00,36.2255256645,36.2626800498,36.2255256645,36.2626800498,2682,
2020-08-05 19:45:00,36.2255256645,36.2626800498,36.2255256645,36.2533914534,4971,
2020-08-05 20:00:00,36.2441028571,36.3648546093,36.2255256645,36.2255256645,8057,
2020-08-06 04:15:00,36.1326397012,36.3184116277,36.1326397012,36.1605054902,2023,
2020-08-06 04:30:00,36.2162370681,36.2162370681,36.2162370681,36.2162370681,553,
2020-08-06 04:45:00,36.327700224,36.327700224,36.327700224,36.327700224,1916,
2020-08-06 05:00:00,36.1326397012,36.1790826828,36.1326397012,36.1790826828,503,
2020-08-06 05:15:00,36.3184116277,36.3184116277,36.3184116277,36.3184116277,287,
2020-08-06 06:15:00,36.2255256645,36.2255256645,36.2255256645,36.2255256645,527,
2020-08-06 06:30:00,36.2255256645,36.2348142608,36.2255256645,36.2348142608,210,
2020-08-06 06:45:00,36.2255256645,36.2255256645,36.2255256645,36.2255256645,527,
2020-08-06 07:00:00,36.2255256645,36.2255256645,36.2255256645,36.2255256645,12138,
2020-08-06 07:15:00,36.1326397012,36.2255256645,35.9933107564,36.2255256645,10028,
2020-08-06 07:30:00,36.1233511049,36.1326397012,36.1047739122,36.1047739122,480,
2020-08-06 07:45:00,36.1233511049,36.1233511049,36.1233511049,36.1233511049,441,
2020-08-06 08:00:00,36.0954853159,36.1233511049,35.9933107564,36.1233511049,5708,
2020-08-06 08:15:00,36.0861967196,36.2255256645,36.0025993527,36.0861967196,24600,
2020-08-06 08:30:00,36.0769081233,36.0861967196,36.0769081233,36.0861967196,4786,
2020-08-06 08:45:00,36.039753738,36.0861967196,36.0211765453,36.0769081233,11271,
2020-08-06 09:00:00,36.0861967196,36.2255256645,36.039753738,36.0583309306,33011,
2020-08-06 09:15:00,36.039753738,36.0861967196,36.039753738,36.0583309306,16300,
2020-08-06 09:30:00,36.011887949,36.0861967196,35.9933107564,36.039753738,14695,
2020-08-06 09:45:00,36.0258208435,36.3184116277,35.9282905821,36.011887949,3209065,
2020-08-06 10:00:00,35.850080601,36.0676195269,35.8446932152,36.0258208435,1469008,
2020-08-06 10:15:00,35.7564515501,35.9561563711,35.7518072519,35.8539818115,1153337,
2020-08-06 10:30:00,35.7394534188,35.7773508918,35.6774984813,35.7703844446,738685,
2020-08-06 10:45:00,35.6310554997,35.7425186556,35.6200020701,35.7424257696,588999,
2020-08-06 11:00:00,35.7285857611,35.7425186556,35.5939011144,35.6356997979,929319,
2020-08-06 11:15:00,35.7471629538,35.812183128,35.723941463,35.7311865681,666363,
2020-08-06 11:30:00,35.840048917,35.8539818115,35.7425186556,35.7471629538,618909,
2020-08-06 11:45:00,35.7936059354,35.860390943,35.7750287427,35.8354046188,408750,
2020-08-06 12:00:00,35.6547414203,35.7982502335,35.6496326924,35.7889616372,556586,
2020-08-06 12:15:00,35.688551911,35.7146528666,35.640344096,35.6589212887,413352,
2020-08-06 12:30:00,35.6217669034,35.696075674,35.6217669034,35.6930104372,338592,
2020-08-06 12:45:00,35.6310554997,35.640344096,35.5846125181,35.6310554997,465632,
2020-08-06 13:00:00,35.5799682199,35.640344096,35.5381695365,35.6356997979,749368,
2020-08-06 13:15:00,35.4592164677,35.6264112015,35.4545721695,35.5799682199,756923,
2020-08-06 13:30:00,35.4638607659,35.5056594493,35.4452835732,35.4638607659,375384,
2020-08-06 13:45:00,35.468505064,35.4806731252,35.4369238365,35.4731493622,537160,
2020-08-06 14:00:00,35.5056594493,35.5288809401,35.4637678799,35.466182915,308783,
2020-08-06 14:15:00,35.5335252383,35.5567467291,35.496370853,35.5010151512,278951,
2020-08-06 14:30:00,35.5195923438,35.5660353254,35.496370853,35.5335252383,343634,
2020-08-06 14:45:00,35.5056594493,35.5428138346,35.4824379585,35.5149480457,287218,
2020-08-06 15:00:00,35.524236642,35.5660353254,35.496370853,35.5010151512,510199,
2020-08-06 15:15:00,35.5195923438,35.552102431,35.5103037475,35.5272089928,347530,
2020-08-06 15:30:00,35.5660353254,35.5939011144,35.5195923438,35.5195923438,623185,
2020-08-06 15:45:00,35.524236642,35.6124783071,35.5195923438,35.5660353254,606113,
2020-08-06 16:00:00,35.5565609572,35.5753239218,35.5103037475,35.5288809401,1873502,
2020-08-06 16:15:00,35.5474581328,35.6414587276,35.5288809401,35.6414587276,451106,
2020-08-06 16:30:00,35.5381695365,35.5381695365,35.5195923438,35.5288809401,6470,
2020-08-06 16:45:00,35.5474581328,35.5753239218,35.5474581328,35.5660353254,108359,
2020-08-06 17:00:00,35.5290667121,35.5753239218,35.5290667121,35.5753239218,111543,
2020-08-06 17:15:00,35.5660353254,35.5660353254,35.5288809401,35.5288809401,2746,
2020-08-06 17:30:00,35.5290667121,35.5474581328,35.5290667121,35.5474581328,779,
2020-08-06 17:45:00,35.5846125181,35.5846125181,35.5474581328,35.5474581328,1665,
2020-08-06 18:00:00,35.5660353254,35.5846125181,35.5660353254,35.5846125181,957,
2020-08-06 18:15:00,35.5660353254,35.5660353254,35.5381695365,35.5660353254,790,
2020-08-06 18:30:00,35.5567467291,35.5660353254,35.5381695365,35.5660353254,1068,
2020-08-06 18:45:00,35.5660353254,35.5660353254,35.5567467291,35.5568396151,1645,
2020-08-06 19:00:00,35.5753239218,35.5753239218,35.5753239218,35.5753239218,1179,
2020-08-06 19:15:00,35.6124783071,35.6124783071,35.5753239218,35.5846125181,1414,
2020-08-06 19:30:00,35.5753239218,35.5753239218,35.5567467291,35.5753239218,1949,
2020-08-06 19:45:00,35.6217669034,35.6217669034,35.5753239218,35.5753239218,2491,
2020-08-06 20:00:00,35.6124783071,35.640344096,35.4638607659,35.6217669034,9492,
2020-08-07 05:30:00,35.5381695365,35.5381695365,35.5381695365,35.5381695365,520,
2020-08-07 07:15:00,35.5288809401,35.6589212887,35.4824379585,35.6589212887,1632,
2020-08-07 07:30:00,35.5288809401,35.5288809401,35.5288809401,35.5288809401,1361,
2020-08-07 07:45:00,35.5753239218,35.6217669034,35.5753239218,35.6217669034,1626,
2020-08-07 08:00:00,35.5567467291,35.5567467291,35.5288809401,35.5288809401,352,
2020-08-07 08:15:00,35.8261160225,36.2255256645,35.4657184851,35.6217669034,116981,
2020-08-07 08:30:00,35.8168274262,35.8261160225,35.7796730409,35.8168274262,21096,
2020-08-07 08:45:00,35.7982502335,35.8632704078,35.7889616372,35.8261160225,32024,
2020-08-07 09:00:00,35.7610958482,35.8261160225,35.7425186556,35.8261160225,15629,
2020-08-07 09:15:00,35.668209885,35.7796730409,35.6589212887,35.7518072519,31866,
2020-08-07 09:30:00,35.6124783071,35.7796730409,35.5846125181,35.6774984813,28571,
2020-08-07 09:45:00,35.4917265548,35.7053642703,35.4452835732,35.5753239218,2437977,
2020-08-07 10:00:00,35.5567467291,35.6310554997,35.4545721695,35.4917265548,1212471,
2020-08-07 10:15:00,35.5868417812,35.5892568163,35.5010151512,35.552102431,722681,
2020-08-07 10:30:00,35.5807113076,35.6310554997,35.5381695365,35.5892568163,386721,
2020-08-07 10:45:00,35.6123854211,35.6589212887,35.5846125181,35.5846125181,385272,
2020-08-07 11:00:00,35.5846125181,35.6171226052,35.5753239218,35.6118281053,403049,
2020-08-07 11:15:00,35.5846125181,35.640344096,35.564642036,35.5846125181,490275,
2020-08-07 11:30:00,35.6589212887,35.6867870777,35.5660353254,35.5846125181,504249,
2020-08-07 11:45:00,35.6792633146,35.696075674,35.640344096,35.6589212887,388806,
2020-08-07 12:00:00,35.6867870777,35.723941463,35.6774984813,35.6867870777,475392,
2020-08-07 12:15:00,35.6635655868,35.7285857611,35.6589212887,35.6867870777,499797,
